YEAR,MO,DY,TS,QV2M,PRECTOTCORR
1984,1,4,17.33,5.68,0.52
1984,1,5,16.66,4.88,0.0
1984,1,6,18.4,5.43,0.0
1984,1,7,18.26,5.31,0.0
1984,1,8,18.26,5.25,0.0
1984,1,9,18.1,4.64,0.0
1984,1,10,17.88,4.21,0.0
1984,1,11,17.58,4.94,0.0
1984,1,12,18.42,5.19,0.0
1984,1,13,18.5,4.39,0.0
1984,1,14,19.8,5.92,0.0
1984,1,15,20.31,8.3,0.0
1984,1,16,20.33,8.42,0.15
1984,1,17,18.67,7.75,1.87
1984,1,18,16.3,4.03,0.0
1984,1,19,16.25,3.3,0.0
1984,1,20,17.73,4.21,0.0
1984,1,21,17.76,4.15,0.0
1984,1,22,17.76,4.27,0.0
1984,1,23,18.4,6.59,3.59
1984,1,24,17.42,5.31,0.08
1984,1,25,16.44,3.36,0.08
1984,1,26,17.45,3.66,0.0
1984,1,27,18.0,4.46,0.0
1984,1,28,18.98,4.58,0.01
1984,1,29,18.84,4.15,0.04
1984,1,30,17.27,2.93,0.0
1984,1,31,16.89,2.81,0.0
1984,2,1,17.88,3.42,0.0
1984,2,2,19.13,3.91,0.0
1984,2,3,21.97,5.07,0.0
1984,2,4,22.67,7.57,0.0
1984,2,5,21.53,5.74,0.0
1984,2,6,18.8,3.42,0.0
1984,2,7,19.61,3.11,0.0
1984,2,8,21.46,5.37,0.01
1984,2,9,19.9,4.09,0.0
1984,2,10,19.17,2.56,0.03
1984,2,11,21.26,3.97,0.0
1984,2,12,22.09,4.94,0.06
1984,2,13,22.43,5.43,0.17
1984,2,14,19.08,3.78,0.0
1984,2,15,18.69,3.66,0.0
1984,2,16,21.21,4.27,0.0
1984,2,17,22.0,3.6,0.0
1984,2,18,23.44,3.91,0.0
1984,2,19,25.55,4.58,0.05
1984,2,20,24.94,7.08,0.29
1984,2,21,25.54,10.01,0.48
1984,2,22,25.25,8.12,0.0
1984,2,23,20.97,2.5,0.0
1984,2,24,19.81,2.26,0.0
1984,2,25,19.19,2.08,0.0
1984,2,26,19.12,1.95,0.0
1984,2,27,20.24,2.2,0.0
1984,2,28,21.48,2.5,0.0
1984,2,29,22.24,2.81,0.0
1984,3,1,22.83,2.99,0.0
1984,3,2,23.83,2.93,0.0
1984,3,3,23.97,3.42,0.0
1984,3,4,23.32,2.5,0.0
1984,3,5,23.74,2.93,0.0
1984,3,6,24.37,2.75,0.0
1984,3,7,24.8,3.05,0.0
1984,3,8,25.11,3.23,0.0
1984,3,9,25.88,3.72,0.0
1984,3,10,24.96,3.42,0.0
1984,3,11,26.11,2.99,0.0
1984,3,12,27.44,3.91,0.0
1984,3,13,28.59,5.62,0.0
1984,3,14,29.24,5.62,0.0
1984,3,15,29.33,4.39,0.0
1984,3,16,29.35,3.85,0.0
1984,3,17,30.01,4.58,0.0
1984,3,18,31.19,5.31,0.0
1984,3,19,30.6,5.0,0.0
1984,3,20,28.69,2.44,0.0
1984,3,21,27.71,2.56,0.0
1984,3,22,28.26,2.75,0.0
1984,3,23,28.53,2.93,0.0
1984,3,24,30.08,7.45,0.0
1984,3,25,30.78,6.9,0.0
1984,3,26,32.28,9.89,0.0
1984,3,27,31.93,10.44,0.36
1984,3,28,31.48,5.86,1.34
1984,3,29,31.76,6.23,0.0
1984,3,30,32.76,7.93,0.0
1984,3,31,33.85,7.08,0.0
1984,4,1,34.19,9.28,0.0
1984,4,2,34.44,8.06,0.0
1984,4,3,34.74,7.87,0.01
1984,4,4,34.83,7.93,0.0
1984,4,5,34.85,7.2,0.0
1984,4,6,34.0,6.16,0.06
1984,4,7,34.73,9.58,0.02
1984,4,8,36.43,11.78,1.12
1984,4,9,34.07,13.24,3.91
1984,4,10,30.07,13.92,7.8
1984,4,11,30.3,12.08,2.25
1984,4,12,30.93,10.01,0.07
1984,4,13,30.94,7.32,0.05
1984,4,14,32.34,9.7,0.0
1984,4,15,33.69,10.07,0.0
1984,4,16,34.49,12.45,0.0
1984,4,17,35.32,12.82,0.0
1984,4,18,35.15,10.93,0.08
1984,4,19,35.19,7.2,0.0
1984,4,20,36.29,9.4,0.0
1984,4,21,37.21,13.49,0.0
1984,4,22,33.01,13.37,1.75
1984,4,23,33.06,13.12,4.62
1984,4,24,34.04,12.45,1.59
1984,4,25,33.98,13.06,0.35
1984,4,26,35.23,12.33,0.01
1984,4,27,36.69,12.94,0.25
1984,4,28,36.53,11.84,0.16
1984,4,29,37.01,12.94,0.98
1984,4,30,36.33,13.06,3.74
1984,5,1,36.15,14.34,3.37
1984,5,2,33.23,12.57,1.73
1984,5,3,33.05,14.59,2.15
1984,5,4,34.73,12.7,0.01
1984,5,5,35.45,14.83,0.0
1984,5,6,35.42,15.81,0.09
1984,5,7,36.19,15.01,0.13
1984,5,8,34.48,14.89,1.86
1984,5,9,31.65,15.99,2.18
1984,5,10,30.24,15.99,18.9
1984,5,11,29.73,17.09,18.34
1984,5,12,32.5,16.72,3.95
1984,5,13,32.49,18.25,8.52
1984,5,14,33.83,17.88,3.37
1984,5,15,34.62,19.1,6.45
1984,5,16,33.21,19.47,13.69
1984,5,17,33.93,18.13,3.58
1984,5,18,34.75,15.99,0.0
1984,5,19,35.18,15.87,0.0
1984,5,20,35.4,16.97,0.02
1984,5,21,35.65,17.03,0.84
1984,5,22,35.13,18.07,2.74
1984,5,23,34.61,18.25,2.93
1984,5,24,33.95,18.07,4.08
1984,5,25,32.98,18.25,3.47
1984,5,26,32.09,18.07,7.89
1984,5,27,30.35,17.7,5.57
1984,5,28,30.92,16.97,1.11
1984,5,29,31.86,15.87,0.69
1984,5,30,33.53,16.85,2.66
1984,5,31,34.94,17.88,2.9
1984,6,1,36.38,17.64,0.0
1984,6,2,35.91,16.97,0.0
1984,6,3,31.67,17.82,0.04
1984,6,4,30.45,19.23,13.3
1984,6,5,29.62,20.26,21.11
1984,6,6,29.08,20.87,38.08
1984,6,7,29.21,21.3,39.28
1984,6,8,29.83,20.69,6.52
1984,6,9,30.54,20.69,2.42
1984,6,10,30.56,20.14,2.38
1984,6,11,31.47,20.32,1.41
1984,6,12,32.05,19.9,0.59
1984,6,13,31.68,20.63,0.09
1984,6,14,29.44,21.61,7.76
1984,6,15,29.11,21.85,13.88
1984,6,16,29.52,21.24,13.09
1984,6,17,27.33,21.18,17.99
1984,6,18,29.8,20.94,7.1
1984,6,19,30.08,21.18,1.58
1984,6,20,30.01,21.3,2.44
1984,6,21,30.01,20.81,3.55
1984,6,22,30.16,20.87,2.25
1984,6,23,28.82,21.97,1.94
1984,6,24,28.49,22.64,7.02
1984,6,25,29.31,20.87,9.05
1984,6,26,29.04,21.18,7.85
1984,6,27,29.41,21.0,1.84
1984,6,28,29.69,19.96,0.27
1984,6,29,29.56,19.65,0.38
1984,6,30,30.35,19.96,0.46
1984,7,1,30.64,20.39,0.75
1984,7,2,30.3,20.26,0.56
1984,7,3,30.47,20.2,0.6
1984,7,4,30.86,20.69,0.76
1984,7,5,30.16,20.51,0.41
1984,7,6,30.7,20.26,1.55
1984,7,7,30.36,20.57,2.41
1984,7,8,30.06,21.0,0.94
1984,7,9,30.01,20.51,0.89
1984,7,10,29.5,20.08,1.06
1984,7,11,29.65,19.9,5.23
1984,7,12,29.65,18.86,4.64
1984,7,13,30.39,18.68,1.09
1984,7,14,30.5,19.35,4.52
1984,7,15,29.32,20.32,7.88
1984,7,16,30.55,19.9,9.12
1984,7,17,30.19,19.41,0.96
1984,7,18,29.0,19.23,1.26
1984,7,19,30.81,18.86,0.85
1984,7,20,31.2,19.71,1.16
1984,7,21,30.34,20.26,0.28
1984,7,22,30.62,19.65,0.15
1984,7,23,30.3,18.92,1.0
1984,7,24,28.52,20.32,10.35
1984,7,25,30.58,20.26,6.34
1984,7,26,30.04,20.32,2.21
1984,7,27,30.18,20.39,1.89
1984,7,28,29.9,21.18,10.55
1984,7,29,31.15,20.14,4.08
1984,7,30,31.48,20.02,4.5
1984,7,31,29.58,20.2,1.53
1984,8,1,29.4,20.02,2.09
1984,8,2,29.96,19.47,2.26
1984,8,3,31.15,19.96,3.16
1984,8,4,29.59,20.57,0.96
1984,8,5,31.37,19.65,0.54
1984,8,6,30.04,20.2,0.92
1984,8,7,28.72,20.02,0.97
1984,8,8,29.88,19.53,0.82
1984,8,9,29.71,19.47,1.81
1984,8,10,31.18,18.86,0.96
1984,8,11,32.12,19.29,0.8
1984,8,12,32.32,19.65,0.06
1984,8,13,32.05,19.71,0.31
1984,8,14,30.77,20.51,1.04
1984,8,15,29.26,20.14,1.02
1984,8,16,30.37,19.53,0.91
1984,8,17,29.87,19.17,1.29
1984,8,18,29.96,19.41,2.16
1984,8,19,31.37,18.92,0.88
1984,8,20,29.72,19.41,0.89
1984,8,21,29.84,19.78,4.17
1984,8,22,29.68,19.71,3.73
1984,8,23,29.59,19.65,8.55
1984,8,24,29.95,19.41,6.89
1984,8,25,30.52,19.65,2.57
1984,8,26,30.18,19.47,8.27
1984,8,27,29.38,19.59,5.62
1984,8,28,30.22,19.47,2.04
1984,8,29,29.81,20.51,13.58
1984,8,30,28.76,20.63,12.74
1984,8,31,30.11,20.14,1.94
1984,9,1,29.4,19.71,0.96
1984,9,2,28.78,19.23,1.32
1984,9,3,28.4,19.17,1.19
1984,9,4,27.67,19.78,1.1
1984,9,5,28.51,19.53,5.95
1984,9,6,27.86,19.1,7.25
1984,9,7,28.65,19.41,9.19
1984,9,8,28.89,19.41,12.18
1984,9,9,27.98,18.49,1.91
1984,9,10,27.67,18.68,7.73
1984,9,11,27.82,19.29,18.8
1984,9,12,27.68,19.04,10.23
1984,9,13,27.77,18.13,3.25
1984,9,14,27.31,19.04,0.09
1984,9,15,27.4,19.78,0.37
1984,9,16,25.69,18.62,26.07
1984,9,17,26.01,19.53,7.56
1984,9,18,25.72,19.59,12.79
1984,9,19,25.58,19.78,10.41
1984,9,20,26.9,19.1,4.55
1984,9,21,27.56,18.01,1.21
1984,9,22,27.99,17.7,0.05
1984,9,23,27.8,17.52,0.22
1984,9,24,27.61,17.15,0.12
1984,9,25,27.84,17.03,0.16
1984,9,26,27.17,15.38,0.0
1984,9,27,27.59,15.08,0.0
1984,9,28,27.45,15.14,0.0
1984,9,29,27.36,15.26,0.0
1984,9,30,27.78,15.08,0.0
1984,10,1,28.43,16.3,0.0
1984,10,2,28.99,18.19,0.0
1984,10,3,28.74,18.13,0.96
1984,10,4,28.29,19.04,11.6
1984,10,5,26.05,18.8,13.7
1984,10,6,27.89,18.19,0.05
1984,10,7,26.97,16.72,0.84
1984,10,8,27.74,16.11,0.41
1984,10,9,27.12,14.47,3.28
1984,10,10,27.26,14.83,5.9
1984,10,11,27.17,13.73,0.03
1984,10,12,27.31,16.3,1.44
1984,10,13,28.3,19.04,0.17
1984,10,14,27.63,19.78,3.59
1984,10,15,28.01,19.23,11.35
1984,10,16,27.65,18.55,5.06
1984,10,17,27.92,16.91,0.0
1984,10,18,28.33,17.4,0.04
1984,10,19,29.11,17.15,0.18
1984,10,20,28.85,16.91,0.67
1984,10,21,28.51,16.72,1.08
1984,10,22,27.14,13.67,0.65
1984,10,23,26.73,13.92,0.55
1984,10,24,27.19,13.55,0.46
1984,10,25,26.87,12.94,0.47
1984,10,26,27.01,12.45,0.0
1984,10,27,26.26,12.88,0.0
1984,10,28,26.4,12.51,0.0
1984,10,29,26.48,12.76,0.0
1984,10,30,26.4,12.45,0.0
1984,10,31,26.03,10.44,0.0
1984,11,1,24.43,9.52,0.0
1984,11,2,23.8,9.52,0.0
1984,11,3,24.26,10.5,0.0
1984,11,4,25.19,11.96,0.0
1984,11,5,25.09,12.33,0.0
1984,11,6,24.71,11.41,0.0
1984,11,7,24.43,11.41,0.0
1984,11,8,23.51,9.7,0.0
1984,11,9,22.94,8.3,0.0
1984,11,10,22.08,7.32,0.0
1984,11,11,21.95,7.57,0.0
1984,11,12,22.62,8.18,0.0
1984,11,13,22.69,8.67,0.0
1984,11,14,22.34,9.52,0.0
1984,11,15,21.88,9.52,0.0
1984,11,16,22.26,9.52,0.0
1984,11,17,22.15,9.16,0.0
1984,11,18,21.71,8.54,0.0
1984,11,19,21.86,9.28,0.0
1984,11,20,21.73,9.09,0.0
1984,11,21,21.44,8.54,0.0
1984,11,22,21.36,8.67,0.0
1984,11,23,21.63,8.91,0.0
1984,11,24,22.24,8.67,0.0
1984,11,25,23.25,9.34,0.0
1984,11,26,22.01,8.67,0.0
1984,11,27,20.62,7.57,0.0
1984,11,28,21.08,9.16,0.0
1984,11,29,22.67,9.34,0.0
1984,11,30,22.4,9.09,0.0
1984,12,1,22.25,8.85,0.0
1984,12,2,22.23,8.91,0.0
1984,12,3,21.37,7.93,0.0
1984,12,4,20.44,7.2,0.0
1984,12,5,20.37,7.45,0.0
1984,12,6,21.01,8.12,0.0
1984,12,7,20.81,7.45,0.0
1984,12,8,20.28,7.08,0.0
1984,12,9,18.8,5.62,0.0
1984,12,10,18.49,5.13,0.0
1984,12,11,19.17,5.68,0.0
1984,12,12,19.48,7.26,0.0
1984,12,13,21.04,6.9,0.0
1984,12,14,22.15,8.36,0.29
1984,12,15,18.26,4.94,0.29
1984,12,16,17.44,4.88,0.04
1984,12,17,16.51,4.15,0.0
1984,12,18,16.17,4.15,0.0
1984,12,19,15.38,3.78,0.0
1984,12,20,14.59,3.11,0.0
1984,12,21,14.54,3.23,0.0
1984,12,22,15.79,3.6,0.0
1984,12,23,17.36,4.82,0.0
1984,12,24,17.49,5.92,0.0
1984,12,25,18.15,5.8,0.0
1984,12,26,17.19,4.39,0.0
1984,12,27,17.23,4.7,0.0
1984,12,28,17.75,3.91,0.0
1984,12,29,17.29,3.66,0.0
1984,12,30,17.45,3.48,0.0
1984,12,31,18.55,3.54,0.0
1985,1,1,19.13,6.41,0.13
1985,1,2,17.42,6.77,0.58
1985,1,3,21.39,8.0,0.13
1985,1,4,19.87,6.16,0.0
1985,1,5,20.05,5.68,0.0
1985,1,6,20.91,7.2,0.07
1985,1,7,20.74,7.57,0.03
1985,1,8,20.55,6.1,0.0
1985,1,9,20.5,5.68,0.02
1985,1,10,18.27,4.46,0.07
1985,1,11,19.47,4.82,0.0
1985,1,12,18.64,4.15,0.0
1985,1,13,18.11,3.6,0.0
1985,1,14,18.32,4.09,0.0
1985,1,15,18.92,4.27,0.0
1985,1,16,17.36,5.25,0.14
1985,1,17,17.6,3.85,0.0
1985,1,18,17.51,4.58,0.0
1985,1,19,18.15,5.07,0.0
1985,1,20,17.62,5.86,0.03
1985,1,21,18.85,5.37,0.0
1985,1,22,20.18,6.29,0.01
1985,1,23,19.88,5.8,0.0
1985,1,24,20.0,5.92,0.06
1985,1,25,19.69,5.13,0.0
1985,1,26,20.31,5.07,0.0
1985,1,27,20.87,4.82,0.0
1985,1,28,22.61,4.88,0.0
1985,1,29,23.2,5.31,0.0
1985,1,30,22.16,5.31,0.0
1985,1,31,22.26,4.09,0.0
1985,2,1,20.5,4.46,0.23
1985,2,2,21.15,5.86,0.01
1985,2,3,20.44,3.48,0.01
1985,2,4,19.86,3.42,0.0
1985,2,5,21.58,4.15,0.0
1985,2,6,22.69,5.86,0.01
1985,2,7,20.63,3.3,0.0
1985,2,8,19.3,2.5,0.08
1985,2,9,19.4,2.32,0.03
1985,2,10,19.89,2.81,0.15
1985,2,11,20.23,3.05,0.0
1985,2,12,20.18,2.87,0.0
1985,2,13,20.33,2.14,0.0
1985,2,14,23.15,4.39,0.0
1985,2,15,24.37,7.2,1.69
1985,2,16,21.78,4.7,0.05
1985,2,17,20.51,2.32,0.24
1985,2,18,20.8,2.75,0.12
1985,2,19,21.12,2.62,0.0
1985,2,20,22.51,2.62,0.0
1985,2,21,23.44,3.23,0.0
1985,2,22,22.26,2.38,0.0
1985,2,23,22.23,2.44,0.0
1985,2,24,22.15,2.38,0.0
1985,2,25,21.9,2.08,0.0
1985,2,26,22.73,2.32,0.0
1985,2,27,22.92,3.05,0.0
1985,2,28,23.62,5.25,0.0
1985,3,1,25.15,4.03,0.02
1985,3,2,24.56,3.97,0.0
1985,3,3,24.39,2.44,0.02
1985,3,4,25.81,3.97,0.0
1985,3,5,27.31,8.12,0.01
1985,3,6,28.33,5.92,0.0
1985,3,7,28.52,4.46,0.1
1985,3,8,28.76,5.55,0.0
1985,3,9,27.8,2.81,0.0
1985,3,10,27.08,2.81,0.0
1985,3,11,26.97,2.38,0.0
1985,3,12,27.26,2.75,0.0
1985,3,13,29.62,3.48,0.0
1985,3,14,29.57,2.62,0.0
1985,3,15,28.4,2.08,0.0
1985,3,16,28.48,2.5,0.0
1985,3,17,29.64,4.64,0.0
1985,3,18,31.2,8.42,0.0
1985,3,19,30.55,6.04,0.01
1985,3,20,28.08,1.95,0.0
1985,3,21,28.18,1.95,0.13
1985,3,22,28.69,3.42,0.0
1985,3,23,29.9,6.35,0.0
1985,3,24,31.4,8.24,0.27
1985,3,25,32.43,11.9,0.29
1985,3,26,32.19,10.99,0.05
1985,3,27,32.21,10.13,0.03
1985,3,28,32.78,10.38,0.23
1985,3,29,33.07,13.12,3.05
1985,3,30,32.7,9.28,0.17
1985,3,31,33.33,6.84,0.02
1985,4,1,31.96,7.69,0.01
1985,4,2,34.01,7.51,0.0
1985,4,3,34.83,7.75,0.0
1985,4,4,32.7,7.69,0.0
1985,4,5,33.48,7.87,0.04
1985,4,6,33.59,7.51,0.02
1985,4,7,33.99,9.09,0.01
1985,4,8,34.46,8.3,0.01
1985,4,9,34.23,7.63,0.02
1985,4,10,36.27,10.68,0.04
1985,4,11,33.93,5.49,0.01
1985,4,12,32.54,3.72,0.17
1985,4,13,32.95,4.76,0.01
1985,4,14,34.77,6.23,0.0
1985,4,15,35.14,7.69,0.22
1985,4,16,34.48,5.49,0.01
1985,4,17,33.81,7.14,1.62
1985,4,18,34.0,9.64,2.27
1985,4,19,34.79,12.51,0.9
1985,4,20,35.95,13.61,0.0
1985,4,21,35.89,14.83,2.88
1985,4,22,36.65,14.89,0.02
1985,4,23,36.24,11.54,0.01
1985,4,24,35.33,8.61,0.22
1985,4,25,36.37,12.51,0.01
1985,4,26,36.52,10.38,0.0
1985,4,27,37.05,12.33,0.01
1985,4,28,35.7,13.49,0.5
1985,4,29,32.76,13.55,4.7
1985,4,30,32.74,13.24,1.05
1985,5,1,33.52,13.0,1.92
1985,5,2,35.68,13.06,0.01
1985,5,3,35.73,13.61,0.3
1985,5,4,36.12,12.27,0.27
1985,5,5,34.36,12.88,1.68
1985,5,6,35.48,12.82,0.41
1985,5,7,36.3,12.27,0.05
1985,5,8,36.61,12.33,0.4
1985,5,9,37.08,11.9,0.04
1985,5,10,37.18,12.39,0.49
1985,5,11,37.02,13.61,0.16
1985,5,12,37.44,13.31,0.58
1985,5,13,38.11,12.63,0.24
1985,5,14,37.67,13.79,0.57
1985,5,15,38.08,14.83,1.12
1985,5,16,37.89,15.01,0.17
1985,5,17,39.4,12.88,0.02
1985,5,18,40.16,12.15,0.04
1985,5,19,38.19,12.51,0.8
1985,5,20,38.05,13.49,0.37
1985,5,21,37.26,14.95,4.65
1985,5,22,33.77,16.91,9.93
1985,5,23,34.06,14.95,0.29
1985,5,24,32.65,15.38,0.45
1985,5,25,35.3,14.65,0.23
1985,5,26,37.54,15.01,0.46
1985,5,27,35.8,16.17,0.93
1985,5,28,37.25,15.62,0.81
1985,5,29,35.86,16.6,6.22
1985,5,30,35.24,16.48,1.82
1985,5,31,35.58,15.69,0.58
1985,6,1,36.73,16.36,0.91
1985,6,2,36.62,16.72,2.64
1985,6,3,37.14,17.09,1.85
1985,6,4,36.67,17.76,1.06
1985,6,5,34.48,17.52,1.56
1985,6,6,35.81,16.66,1.1
1985,6,7,37.83,15.69,0.38
1985,6,8,38.24,13.79,1.23
1985,6,9,38.07,14.16,0.13
1985,6,10,38.7,14.34,0.83
1985,6,11,36.94,16.11,4.11
1985,6,12,36.57,16.11,1.05
1985,6,13,37.08,16.17,0.22
1985,6,14,36.48,17.15,2.22
1985,6,15,35.13,18.49,2.12
1985,6,16,33.47,18.55,4.44
1985,6,17,34.8,18.62,7.48
1985,6,18,34.34,19.96,0.47
1985,6,19,33.33,18.8,4.15
1985,6,20,33.8,18.98,3.87
1985,6,21,35.18,18.55,1.39
1985,6,22,34.62,18.55,7.26
1985,6,23,33.98,18.55,9.4
1985,6,24,34.3,18.62,0.8
1985,6,25,32.18,19.23,0.84
1985,6,26,33.49,18.98,1.49
1985,6,27,33.49,18.92,0.82
1985,6,28,33.78,19.1,0.77
1985,6,29,34.7,18.68,1.14
1985,6,30,32.29,20.08,6.69
1985,7,1,31.01,20.32,14.33
1985,7,2,32.29,19.23,5.75
1985,7,3,33.24,18.86,0.32
1985,7,4,32.58,18.92,2.07
1985,7,5,33.83,18.49,0.62
1985,7,6,31.65,19.17,5.84
1985,7,7,31.0,20.2,9.93
1985,7,8,29.58,20.2,9.76
1985,7,9,31.05,18.98,3.05
1985,7,10,29.58,19.59,6.52
1985,7,11,31.73,18.8,2.18
1985,7,12,30.8,18.55,1.89
1985,7,13,30.83,18.01,0.65
1985,7,14,30.55,18.68,1.5
1985,7,15,30.5,18.68,1.37
1985,7,16,29.56,18.43,0.4
1985,7,17,31.39,17.82,0.59
1985,7,18,31.98,18.07,1.28
1985,7,19,31.19,18.55,1.11
1985,7,20,30.29,18.86,2.06
1985,7,21,32.03,18.25,3.64
1985,7,22,31.98,17.88,2.1
1985,7,23,31.05,18.07,3.03
1985,7,24,28.83,18.86,3.12
1985,7,25,30.08,18.49,8.88
1985,7,26,29.8,18.37,9.4
1985,7,27,29.83,18.74,1.67
1985,7,28,30.41,19.29,3.95
1985,7,29,30.28,19.41,6.41
1985,7,30,31.9,18.8,6.86
1985,7,31,30.78,19.59,0.43
1985,8,1,29.69,18.8,0.63
1985,8,2,30.88,18.86,0.99
1985,8,3,31.26,18.86,2.21
1985,8,4,32.03,19.04,0.47
1985,8,5,31.87,18.31,0.32
1985,8,6,30.94,18.68,1.41
1985,8,7,30.72,18.68,2.72
1985,8,8,31.5,18.49,2.83
1985,8,9,32.16,18.74,1.02
1985,8,10,33.05,18.25,0.84
1985,8,11,33.86,18.13,0.14
1985,8,12,32.83,18.98,0.53
1985,8,13,34.84,18.92,0.39
1985,8,14,32.8,18.86,6.44
1985,8,15,31.21,19.84,4.51
1985,8,16,33.56,18.74,0.96
1985,8,17,33.96,18.43,0.3
1985,8,18,33.34,18.49,0.38
1985,8,19,33.0,19.41,0.97
1985,8,20,32.94,19.17,2.95
1985,8,21,31.63,19.47,2.4
1985,8,22,31.41,19.41,4.74
1985,8,23,31.19,20.26,8.1
1985,8,24,31.37,20.26,3.48
1985,8,25,32.58,19.41,2.95
1985,8,26,31.48,20.32,2.12
1985,8,27,30.95,20.39,6.8
1985,8,28,31.85,19.04,2.46
1985,8,29,32.62,18.86,0.54
1985,8,30,32.52,18.25,0.61
1985,8,31,33.1,18.43,0.61
1985,9,1,32.4,18.62,2.88
1985,9,2,31.09,19.71,1.66
1985,9,3,29.73,20.63,2.84
1985,9,4,30.8,20.39,14.83
1985,9,5,30.5,20.08,10.56
1985,9,6,30.47,20.08,2.95
1985,9,7,30.25,19.41,3.86
1985,9,8,30.65,19.47,1.65
1985,9,9,31.67,18.8,0.18
1985,9,10,30.22,18.62,0.86
1985,9,11,28.48,18.19,9.31
1985,9,12,30.71,17.94,2.18
1985,9,13,30.41,18.49,2.0
1985,9,14,30.08,18.74,2.37
1985,9,15,29.16,18.86,3.41
1985,9,16,29.2,18.68,15.18
1985,9,17,30.48,17.7,2.42
1985,9,18,31.55,17.76,0.26
1985,9,19,31.15,18.01,0.04
1985,9,20,30.37,17.33,0.09
1985,9,21,29.1,18.13,0.34
1985,9,22,29.55,17.82,0.5
1985,9,23,27.76,18.68,1.76
1985,9,24,27.69,17.88,2.55
1985,9,25,29.63,17.64,1.78
1985,9,26,29.26,18.62,1.43
1985,9,27,29.32,18.37,1.01
1985,9,28,29.4,17.76,1.14
1985,9,29,30.88,16.97,0.49
1985,9,30,30.11,17.4,0.18
1985,10,1,30.43,17.46,3.13
1985,10,2,30.51,17.88,3.7
1985,10,3,31.33,16.36,0.44
1985,10,4,31.55,15.99,0.27
1985,10,5,30.45,15.93,0.06
1985,10,6,31.28,14.95,0.02
1985,10,7,28.86,15.38,0.0
1985,10,8,30.98,14.59,0.0
1985,10,9,31.28,15.14,1.28
1985,10,10,31.75,15.38,0.39
1985,10,11,31.42,16.24,0.49
1985,10,12,31.88,17.52,2.38
1985,10,13,32.15,17.03,1.13
1985,10,14,32.12,16.85,0.13
1985,10,15,28.76,18.13,1.08
1985,10,16,27.94,18.49,7.98
1985,10,17,26.84,19.29,17.41
1985,10,18,25.99,15.81,16.93
1985,10,19,24.83,12.82,0.0
1985,10,20,26.62,13.92,1.16
1985,10,21,26.94,12.88,0.0
1985,10,22,26.84,12.51,0.03
1985,10,23,27.12,12.45,0.0
1985,10,24,27.37,12.7,0.0
1985,10,25,27.26,12.88,0.03
1985,10,26,26.36,11.84,0.0
1985,10,27,25.2,10.01,0.0
1985,10,28,24.97,10.56,0.0
1985,10,29,25.51,10.93,0.01
1985,10,30,26.01,11.29,0.0
1985,10,31,26.4,12.15,0.0
1985,11,1,26.4,11.78,0.0
1985,11,2,26.24,10.62,0.0
1985,11,3,26.54,10.93,0.0
1985,11,4,26.97,11.41,0.0
1985,11,5,26.63,11.54,0.01
1985,11,6,24.97,11.54,0.0
1985,11,7,24.7,9.95,0.5
1985,11,8,24.12,10.31,0.31
1985,11,9,23.78,9.46,0.0
1985,11,10,23.76,9.52,0.0
1985,11,11,23.89,9.4,0.0
1985,11,12,24.12,9.52,0.0
1985,11,13,23.94,9.09,0.0
1985,11,14,23.57,8.79,0.0
1985,11,15,23.94,9.09,0.0
1985,11,16,24.47,8.3,0.0
1985,11,17,24.45,8.36,0.0
1985,11,18,25.27,8.67,0.0
1985,11,19,25.33,9.28,0.02
1985,11,20,23.46,8.18,0.01
1985,11,21,22.8,8.0,0.0
1985,11,22,21.32,6.96,0.0
1985,11,23,21.21,7.32,0.0
1985,11,24,21.57,7.51,0.0
1985,11,25,21.9,8.61,0.0
1985,11,26,21.95,7.87,0.0
1985,11,27,20.9,6.77,0.0
1985,11,28,20.08,6.41,0.0
1985,11,29,19.79,6.16,0.0
1985,11,30,20.6,6.9,0.0
1985,12,1,20.54,7.08,0.0
1985,12,2,20.51,7.02,0.0
1985,12,3,20.46,7.14,0.0
1985,12,4,20.73,7.45,0.0
1985,12,5,20.65,7.39,0.0
1985,12,6,21.04,7.45,0.0
1985,12,7,20.72,7.32,0.0
1985,12,8,20.9,7.2,0.0
1985,12,9,20.3,6.77,0.0
1985,12,10,18.9,5.86,0.0
1985,12,11,18.06,4.33,0.0
1985,12,12,19.4,5.74,0.0
1985,12,13,18.93,5.92,0.0
1985,12,14,21.03,6.84,0.0
1985,12,15,22.55,7.26,0.0
1985,12,16,22.37,7.69,0.0
1985,12,17,23.12,7.87,0.0
1985,12,18,23.29,9.46,0.0
1985,12,19,21.01,7.2,0.0
1985,12,20,19.44,5.37,0.0
1985,12,21,19.57,5.98,0.0
1985,12,22,20.15,6.53,0.0
1985,12,23,20.72,6.29,0.0
1985,12,24,21.1,6.23,0.0
1985,12,25,20.88,6.41,0.0
1985,12,26,20.98,6.53,0.0
1985,12,27,21.91,7.08,0.03
1985,12,28,22.43,8.85,1.27
1985,12,29,18.05,5.74,0.0
1985,12,30,17.27,5.62,0.28
1985,12,31,17.03,5.49,0.0
1986,1,1,17.46,5.31,0.0
1986,1,2,17.37,4.7,0.0
1986,1,3,16.52,4.52,0.0
1986,1,4,15.94,4.7,0.0
1986,1,5,16.73,4.7,0.0
1986,1,6,17.19,4.58,0.0
1986,1,7,18.29,5.31,0.0
